Rank,Song,Artist,Year,Lyrics_List
65,you can do magic,america,1982,"never,believed,things,couldnt,see,said,cant,feel,magic,could,happen,saw,youi,couldnt,believe,took,heart,couldnt,retrieve,said,whats,know,doubtyou,magic,anything,desire,magic,know,youre,one,put,fire,know,darned,well,cast,spell,get,way,hypnotize,eyes,heart,stone,turn,clayand,rain,beating,upon,window,pane,night,gets,cold,cant,sleepagain,come,hold,tight,rain,disappears,would,believe,word,dry,tearsyou,magic,anything,desire,magic,know,youre,one,put,fire,know,darned,well,cast,spell,get,way,hypnotize,eyes,heart,stone,turn,clayand,wanted,could,never,free,never,believed,true,clear,meyou,magic,anything,desire,magic,know,youre,one,put,fire,know,darned,well,cast,spell,get,way,hypnotize,eyes,heart,stone,turn,clayyoure,one,put,fire,youre,one,put,fire"
66,did it in a minute,daryl hall  john oates,1982,"find,alone,going,coming,home,well,count,kid,cause,theres,nobody,waiting,around,oh,oh,youre,easy,mark,shot,dark,hits,heart,know,know,know,know,coming,thought,anyway,things,stay,due,change,thought,nailed,turned,around,oh,minute,know,minute,well,still,cant,say,know,love,real,touch,go,two,one,one,two,becomes,oh,oh,quick,enough,see,im,ready,right,say,say,say,say,want,think,anyway,everybody,always,laughs,love,want,proven,wrong,came,along,oh,minute,oh,minute,know,minute,didnt,really,plan,minute,well,oh,minute,want,someone,prove,im,wrong,minute,well,oh,minute,youre,messin,love,life,minute,well,oh,minute,oh,minute"
67,i ran so far away,a flock of seagulls,1982,"walk,along,avenue,never,thought,id,meet,girl,like,meet,girl,like,youwith,auburn,hair,tawny,eyes,kind,eyes,hypnotize,hypnotize,throughand,ran,ran,far,away,ran,ran,night,day,couldnt,get,awaya,cloud,appears,head,beam,light,comes,shining,shining,youthe,cloud,moving,nearer,still,aurora,borealis,comes,view,aurora,comes,viewand,ran,ran,far,away,ran,ran,night,day,couldnt,get,awayreached,hand,touch,face,youre,slowly,disappearing,view,disappearing,viewreached,hand,try,im,floating,beam,light,beam,light,youand,ran,ran,far,away,ran,ran,night,dayand,ran,ran,far,away,ran,ran,night,day"
68,somebodys baby,jackson browne,1982,"well,look,girl,lights,comin,eyes,shes,got,somebodys,baby,must,somebodys,baby,guys,corner,stand,back,let,walk,byshes,got,somebodys,baby,must,somebodys,baby,shes,got,somebodys,baby,shes,fineshes,probably,somebodys,light,gonna,shine,tonight,yeah,shes,probably,somebodys,baby,alright,meaning,bykbdgy,impossible,listen,without,thinking,cameron,crowes,brilliant,scene,featuring,jennifer,jason,leigh,ive,crush,ever,since,see,heard,talkin,friend,thought,nobody,else,around,said,shes,got,somebodys,baby,must,somebodys,baby,cause,cars,signs,street,lights,light,townshes,got,somebodys,baby,must,somebodys,baby,shes,got,somebodys,baby,shes,soshes,gonna,somebodys,light,gonna,shine,tonight,yeah,shes,gonna,somebodys,baby,tonighti,try,shut,eyes,cant,get,sight,know,im,gonna,know,gotta,get,fright,well,im,gonna,walk,im,gonna,talk,tonightyeah,shes,gonna,somebodys,light,gonna,shine,tonight,yeah,shes,gonna,somebodys,baby,tonightshes,gonna,somebodys,light,gonna,shine,tonight,yeah,shes,gonna,somebodys,baby,tonightgonna,shine,tonight,make,mine,tonight,gonna,shine,tonight,make,mine,tonight,gonna,shine,tonight,make,mine,tonight"
69,oh no,commodores,1982,"want,want,im,goin,crazy,knowin,lover,tonight,comes,ill,let,go,ill,pretend,walk,door,oh,cant,sleep,oh,im,goin,crazy,love,youi,need,need,wanna,hold,youre,holdin,someone,else,arms,close,eyes,see,face,im,sure,much,heart,erase,oh,cant,think,oh,im,goin,crazy,love,youoh,honey,oh,sugar,oh,cant,sleep,anymore,baby,oh,cant,think,anymore,baby,oh,im,goin,crazy,love"
70,take it away,paul mccartney,1982,"take,away,want,hear,play,till,lights,go,take,away,dont,want,stay,till,theres,one,else,aroundtake,away,want,hear,play,till,lights,go,take,away,dont,want,stay,till,theres,one,else,aroundlonely,driver,road,hundred,miles,go,sole,survivor,carrying,load,switches,radiotake,away,want,hear,play,till,lights,go,take,away,dont,want,stay,till,theres,one,else,aroundtake,away,want,hear,play,till,lights,go,take,away,dont,want,stay,till,theres,one,else,aroundin,audience,watching,show,paper,hand,hand,hand,important,impresario,message,bandoh,take,away,want,hear,play,till,lights,go,take,away,dont,want,stay,till,theres,one,else,aroundyou,never,know,may,listening,never,know,may,listening,never,know,may,listening,take,away,take,awayafter,hours,late,bar,darkened,corner,seat,faded,flowers,wait,jar,till,evening,completeah,ah,ah,ah"
71,its gonna take a miracle,deniece williams,1982,"loving,blind,see,letting,go,youve,set,freeits,gonna,take,miracle,yes,gonna,take,miracle,make,love,someone,new,cause,im,crazy,youoh,oh,didnt,know,wouldnt,easy,lettin,go,sure,gonna,take,miracleyes,gonna,take,miracle,make,love,someone,new,cause,im,crazy,oh,tho,know,cant,forget,youim,gonna,try,show,much,youre,gonna,around,destroying,ill,never,must,realizeyou,took,love,left,quite,surprise,sure,gonna,take,miracle,yes,gonna,take,miracleto,make,love,someone,new,cause,im,crazy,youyes,gonna,take,miracle,yes,gonna,take,miracle,make,love,someone,new,cause,im,crazy,youits,gonna,take,miracle,gonna,take,miracle,make,love,someone,new,cause,im,crazy,youits,gonna,take,miracle,gonna,take,miracle,make,love,someone,new,cause,im,crazy,youits,gonna,take,miracle"
72,love will turn you around,kenny rogers,1982,"run,hide,never,let,inside,keep,livin,life,dark,sooner,later,gentle,persuader,gonna,catch,heartmake,dreamer,believer,believin,loveright,mans,doin,planned,thinks,hes,got,needs,life,deliver,shock,shiver,drivin,kneesmake,start,givin,livin,livin,againwell,mind,tricks,believin,every,time,love,turn,around,turn,aroundwell,heart,talks,stayin,love,turn,around,turn,aroundout,blue,reaches,tell,dont,time,move,away,fast,know,wont,last,cause,cant,get,mindthoughts,burnin,turnin,theyre,turnin,aroundhow,know,stay,go,know,real,dont,need,sign,make,mind,got,heart,wheelyou,wanna,start,sharin,carin,carin,againwell,mind,tricks,believin,every,time,love,turn,around,turn,aroundwell,heart,talks,stayin,love,turn,around,turn,aroundlove,turn,around,turn,around,love,turn,around,turn,around,turn,around"
73,dont stop believin,journey,1982,"small,town,girl,livin,lonely,world,took,midnight,train,goin,anywhere,city,boy,born,raised,south,detroit,took,midnight,train,goin,anywherea,singer,smoky,room,smell,wine,cheap,perfume,smile,share,night,goes,onchorus,strangers,waiting,boulevard,shadows,searching,night,streetlights,people,livin,find,emotion,hidin,somewhere,nightworking,hard,get,fill,everybody,wants,thrill,payin,anything,roll,dice,one,time,win,lose,born,sing,blues,oh,movie,never,ends,goes,onstrangers,waiting,boulevard,shadows,searching,night,streetlights,people,living,find,emotion,hiding,somewhere,nightchorus,dont,stop,believin,hold,feelin,streetlights,peopledont,stop,believin,hold,streetlights,peopledont,stop,believin,hold,feelin,streetlights,people"
74,comin in and out of your life,barbra streisand,1982,"still,remember,last,time,cried,holding,loving,knowing,would,end,never,felt,good,yet,felt,bad,youre,one,love,makes,sad,dont,belong,remember,last,time,lied,holding,telling,could,still,friends,tried,let,go,cant,know,even,though,im,need,dont,belong,comin,life,isnt,easy,theres,many,nights,cant,hold,ive,told,feelings,hard,find,comin,life,never,free,cause,dont,need,touch,feel,real,cant,get,mind,remember,last,time,tried,needing,could,give,knowing,time,stronger,love,cant,found,even,though,times,crazy,world,turning,upside,youll,always,belong,comin,life,isnt,easy,theres,many,times,cant,hold,ive,told,feelings,hard,find,comin,life,never,free,dont,need,touch,feel,real,cant,get,mind,remember"
75,gloria,laura branigan,1982,"gloria,youre,always,run,running,somebody,gotta,get,somehow,think,youve,got,slow,start,blow,think,youre,headed,breakdown,careful,show,ityou,really,dont,remember,something,said,voices,head,calling,gloria,gloria,dont,think,youre,fallin,everybody,wants,isnt,anybody,callin,dont,answer,leave,hangin,line,ohohoh,calling,gloria,gloria,gloria,think,got,number,gloria,think,got,alias,gloria,youve,living,gloria,really,dont,remember,something,said,voices,head,calling,gloriaahaha,ahaha,gloria,hows,gonna,go,meet,main,line,catch,rebound,marry,money,take,lover,afternoon,feel,innocence,slipping,away,dont,believe,comin,back,soonand,really,dont,remember,something,said,voices,head,calling,gloria,gloria,dont,think,youre,fallin,everybody,wants,isnt,anybody,callin,dont,answer,leave,hangin,line,ohohoh,calling,gloria,gloria,gloria,think,got,number,gloria,think,got,alias,gloria,youve,living,gloria,really,dont,remember,something,said,voices,head,calling,gloria"
76,empty garden hey hey johnny,elton john,1982,"happened,new,york,sunset,disappeared,found,empty,garden,among,flagstones,lived,must,gardener,cared,lot,weeded,tears,grew,good,crop,looks,strange,funny,one,insect,damage,much,grainand,whats,little,empty,garden,brownstone,door,cracks,along,sidewalk,nothing,grows,lived,must,gardener,cared,lot,weeded,tears,grew,good,crop,amazed,crippled,dazed,gardener,like,one,one,replaceand,ive,knocking,one,answers,ive,knocking,day,oh,ive,calling,oh,hey,hey,johnny,cant,come,playand,tears,say,farmed,best,younger,years,hed,said,roots,grow,stronger,could,hear,lived,must,gardener,cared,lot,weeded,tears,grew,good,crop,pray,rain,every,drop,falls,hear,hear,nameand,ive,knocking,one,answers,ive,knocking,day,oh,ive,calling,oh,hey,hey,johnny,cant,come,playand,ive,knocking,one,answers,ive,knocking,day,oh,ive,calling,oh,hey,hey,johnny,cant,come,come,play,johnny,cant,come,play,empty,garden,johnny,cant,come,play,empty,garden,johnny,cant,come,play,empty,garden,johnny,cant,come,play,empty,garden,johnny,cant,come,play,empty,garden,johnny,cant,come,play,empty,garden,johnny"
78,crimson and clover,joan jett  the blackhearts,1982,"ah,dont,hardly,know,think,love,crimson,clover,ah,comes,walking,ive,waiting,show,crimson,clover,yeah,ah,minds,sweet,thing,want,everything,beautiful,feeling,crimson,clover,crimson,clover,crimson,clover,crimson,clover,crimson,clover"
79,every little thing she does is magic,the police,1982,"though,ive,tried,tell,feelings,heart,every,time,come,near,lose,nerve,ive,done,startevery,little,thing,magic,everything,turns,even,though,life,tragic,know,love,goes,ondo,tell,story,thousand,rainy,days,since,first,met,big,enough,umbrella,always,ends,getting,wetevery,little,thing,magic,everything,turns,even,though,life,tragic,know,love,goes,oni,resolved,call,thousand,times,day,ask,shell,marry,old,fashioned,way,silent,fears,gripped,long,reach,phone,long,time,tripped,must,always,aloneevery,little,thing,magic,everything,turns,even,though,life,tragic,know,love,goes,onevery,little,thing,magic,everything,turns,even,though,life,tragic,know,love,goes,onoh,yeah,oh,yeah,oh,yeah,every,little,thing,every,little,thing,every,little,thing,every,little,thing,every,little,every,little,ever,little,every,little,thing,every,little,thing,every,little,thing,every,little,thing,doesbeo,beo,beo,beo,beo,beo,beo,beo,beo,beo,beo,beo,beo,beo,beo,beoevery,little,thing,every,little,thing,every,little,thing,magic,magic,magic,magic,magic,magichey,oh,yo,oh,beoah,thousand,rainy,days,since,first,met,big,enough,umbrella,always,ends,getting,wet"
80,here i am,air supply,1982,"playing,memories,thought,time,set,free,thoughts,keep,taunting,meholding,feeling,never,outgrew,though,every,part,tried,fill,space,insideso,theres,sense,pretending,heart,mendingjust,thought,thought,could,stand,oh,baby,memories,come,crashing,cant,go,without,youon,ive,tried,make,best,alone,ive,done,everything,ease,pain,stop,raini,cant,live,without,miss,everything,youjust,thought,thought,could,stand,oh,baby,memories,come,crashing,cant,go,without,go,without,good,without,youwithout,without,without,without,without,without"
82,get down on it,kool  the gang,1982,"hey,hey,yeah,gonna,wanna,get,tell,gonna,wanna,get,gonna,wanna,get,get,back,wall,dance,come,get,back,wall,dance,come,get,get,get,get,come,get,get,get,get,gonna,really,dont,wannna,dance,standing,wall,get,back,wall,tell,gonna,really,dont,wanna,dance,standing,wall,get,back,wall,cause,heard,people,sayin,get,come,get,really,want,get,gotta,feel,get,get,get,come,get,baby,baby,get,get,get,say,people,gonna,youve,gotta,get,groove,want,body,move,tell,baby,gonna,really,dont,wanna,dance,standing,wall,get,back,wall,tell,gonna,really,wont,take,chance,standing,wall,get,back,wall,cause,heard,people,sayin,get,get,gonna,wanna,get,gonna,get,back,wall,dance,come,get,back,wall,dance,come,get,back,wall,get,come,get,really,want,get,gotta,feel,get,get,get,come,get,baby,baby,get,get,get,gonna,really,dont,wanna,dance,standing,wall,get,back,wall,tell,baby,gonna,really,wont,take,chance,standing,wall,get,back,wall,listen,baby,know,dancin,yeah,show,move,move,move,know,dancin,yeah,show,move,across,block,get,come,get,really,want,get,gotta,feel,get,get,get,come,get,baby,baby,get,get,get,gonna,wanna,get,gonna,gonna,feel,get,back,wall,dance,come,get,back,wall,dance,come,gonna,feel,get,come,get,really,want,get,gotta,feel,get,get,get,come,get,get,get,dancin,get,get,get,get,get,get,get,move,baby,move,get,get,get,get,get,get,get,get,get,get,get,get,move,baby,move,get,get,get,get,get,get,get,back,wall,get,get,get,get,get,get,get,back,wall,get,get,get,get,get,get,get,back,wall"
83,any day now,ronnie milsap,1982,"day,hear,say,good,bye,love,youll,way,wild,beautiful,bird,flown,day,ill,aloneany,day,restless,eyes,meets,someone,new,oh,sad,surprise,blue,shadows,fall,town,day,love,let,downi,know,shouldnt,want,keep,dont,want,stay,youre,gone,forever,ill,keep,holding,dear,lifeholding,way,begging,stayany,day,clock,strikes,go,youll,call,tears,flow,wild,beautiful,bird,flown,day,love,let,cause,wont,aroundoh,blue,shadows,fall,town,day,love,let,cause,wont,around,day,wont,around,wont,around"
84,make a move on me,olivia newtonjohn,1982,"tell,got,plans,eyes,saying,made,carefully,tonight,say,might,another,way,wont,spare,charms,take,arms,cant,wait,cant,waitim,one,want,thats,wanna,come,baby,make,move,got,nowhere,go,time,free,come,baby,make,move,tonight,cant,wait,cant,waityou,made,prettiest,speech,ive,heard,single,touch,surely,worth,thousand,words,heart,thats,open,wide,start,side,wont,spare,charms,take,arms,cant,wait,cant,waitim,one,want,thats,wanna,come,baby,make,move,got,nowhere,go,time,free,come,baby,make,move,tonight,cant,wait,cant,waitim,one,want,thats,wanna,come,baby,make,move,got,nowhere,go,time,free,come,baby,make,move,tonight,cant,wait,cant,waitim,one,want,thats,wanna,come,baby,make,move,got,nowhere,go,time,free"
85,take my heart you can have it if you want it,kool  the gang,1982,"ever,come,time,fell,real,nice,want,let,someone,know,really,appreciate,moan,little,bit,goes,something,like,see,time,wasting,baby,gone,moves,im,offering,satisfaction,darling,girl,im,giving,love,anytime,right,time,baby,come,take,heart,want,baby,heart,tearing,apart,say,yeah,want,want,come,get,baby,want,come,get,girl,yeah,want,yeah,see,darling,theres,time,wasting,baby,come,please,make,mind,good,loving,pleasing,baby,girl,im,giving,time,want,come,get,baby,yeah,ive,got,give,want,know,youre,gonna,love,come,girl,oh,knew,youd,like,oh,baby,got,saying,something,like,listen,one,night,sleeping,baby,dream,found,asking,baby,take,hand,wife,theres,time,wasting,baby,weve,gone,moves,cause,im,offering,satisfaction,darling,girl,im,giving,love,yeah,want,really,want,loving,want,baby,time,day,dont,matter,place,get,baby,oh,yeah,come,girl,get,want,dont,know,cause,make,feel,alright,oh,baby,cant,tell,need,come,baby,take,heart,come,baby,oh,yeah,yeah,come,darling,satisfaction,guaranteed,oh,baby,like,marvin,huh,oh,youre,pretty,little,girl,baby,cmon,take,heart,baby"
86,mirror mirror,diana ross,1982,"mirror,mirror,wall,said,answer,never,told,id,take,fall,mirror,mirror,wallyou,turned,life,paperback,novel,words,come,life,inside,little,melodrama,chapter,one,young,came,problems,chapter,two,promised,love,anything,desiredtell,mirror,mirror,mirror,wall,thought,said,answer,never,told,gonna,take,fall,tell,mirror,mirror,mirror,wallyou,nailed,heart,upon,wall,pleasures,cast,spell,cannot,ever,broken,eyes,grow,tired,watch,picture,getting,older,remain,trapped,mirror,forevertell,mirror,mirror,mirror,wall,thought,said,answer,never,told,gonna,take,fall,tell,mirror,mirror,mirror,walli,talk,night,follow,advise,youve,wrong,whats,price,pay,fairy,tale,thing,called,love,let,gotell,mirror,mirror,mirror,wall,thought,said,answer,never,told,gonna,take,fall,tell,mirror,mirror,mirror,wallmirror,mirrortell,mirror,mirror,wall,thought,said,answer,never,told,gonna,take,fall,tell,mirror,mirror,walltell,mirror,tell,mirror"
87,vacation,the gogos,1982,"cant,seem,get,mind,back,home,nothing,im,away,wish,id,stay,tomorrows,day,mine,wont,inwhen,looked,run,thought,fun,see,wrong,im,strong,known,along,time,would,tella,week,without,thought,id,forget,two,weeks,without,still,havent,gotten,yetvacation,ever,wanted,vacation,get,away,vacation,meant,spent,alonevacation,ever,wanted,vacation,get,away,vacation,meant,spent,alonea,week,without,thought,id,forget,two,weeks,without,still,havent,gotten,yetvacation,ever,wanted,vacation,get,away,vacation,meant,spent,alonevacation,ever,wanted,vacation,get,away,vacation,meant,spent,alonevacation,ever,wanted,vacation,get,away,vacation,meant,spent,alone"
